scientificName,records,scientificNameID
"Cercopithecus mitis opisthostictus Sclater, 1893",37,
Cerebrocysta bartonensis,37,
Cerodinium striatum,37,
Chaetoceros anastomosans,37,
"Chelmon altivelis (unverified) [Soviet Fishery Data, 1998]",37,
Chondriovelum adeliensis,37,
Cibicidoides opacus,37,
Conchoecia pseudoparthenoda,37,
"Criniger calurus emini Chapin , 1948",37,
"Crossarchus ansorgei nigricolor  Colyn & Van Rompaey, 1990",37,
"Elaenia albiceps chilensis Hellmayr, 1927",37,
"Eurystomus glaucurus afer (Latham, 1790)",37,
Fish,37,
Gavelinopsis lobatus,37,
Giraffospyris circumflexa,37,
Globigerina cryophila dextralis,37,
Globigerina extremus,37,
Globigerina turgida,37,
Globorotalia multiloba,37,
Globorotalia tumida sinistralis,37,
Heleobia nana,37,
Hyperiidae,37,
Krobia potaroensis,37,
Lamprocyclas maritalis polypora,37,
Loxechinus_albus,37,
Microchironomus,37,
Microcyphus_annulatus,37,
Morozovella pusilla,37,
NAVICULA,37,
"Nactus pelagicus (Girard, 1858)",37,
Naxioides hystrix,37,
"Otomys tropicalis Thomas, 1902",37,
PRIAPULA,37,
Parvamussium cristatum,37,
Polydora Type A,37,
Polyschides dalli,37,
Porites synaraea rus,37,
"Prionops retzii nigricans (Neumann, 1899)",37,
Prototrochammina karika,37,
Pseudechinus_flemingi,37,
Pseudoemiliania lacunosa ovata,37,
Pseudoparella subperuviana,37,
Retusa iredaleana,37,
Spiroloculina canaliculina,37,
Stilostomella verneuili,37,
Tellina oahuana,37,
Tessarastrum straussii,37,
Thymallus arcticus signifer,37,
Tripos (Ceratium) furca type,37,http://www.marinespecies.org/aphia.php?p=taxdetails&id=494057
"Turdus pelios bocagei  (Cabanis, 1882)",37,
Zacco pachycephalus,37,
Actinaria sp.,36,
Aidanosagitta crassa naikaiensis,36,
"Andropadus curvirostris curvirostris  Cassin, 1860",36,
"Anthus spinoletta spinoletta (Linnaeus, 1758)",36,
Arcoscalpellum idioplax,36,
Ascocotyle leighi,36,
Astrocoenia jukesbrowni,36,
Athripsodes,36,
Aythyinae,36,
"Bathmocercus rufus vulpinus Reichenow, 1895",36,
Bryozoan 22,36,
Buliman striata mexicana,36,
Calliurichthys australis,36,
Cassiculosphaeridia reticulata,36,
Cassidulinacea,36,
Caulerpa racemosa var. racemosa,36,
Ceratium hexacanthum forma spirale,36,
"Chalcomitra senegalensis lamperti (Reichenow, 1897)",36,
Chlamys tigris,36,
"Civettictis civetta congica (Cabrera, 1929)",36,
Corvus ossifragus,36,179737
Cribrostomoides rotulatum,36,
Cryptochironomus ussouriensis,36,
Deflandrea phosphoritica complex,36,
Euglenophycota,36,
Euuvigerina notohispida,36,
Foetorepus apricus,36,
"Glaucis hirsuta hirsuta (Gmelin, 1788)",36,
Globoturborotalia woodi,36,
Gonyaulacysta helicoidea,36,
Hampala bifasciata,36,
Helice tridens tridens,36,
Hypsibius alpinus,36,http://gni.globalnames.org/?search_term=id:3426546
Jassidae,36,
Lejeunecysta hyalina,36,
Lyperosomum sinuosum,36,
Meuschenia juvenile,36,
Palinuroidea: SCYLLARIDAE,36,
"Passer luteus (Lichtenstein, 1823)",36,
Perisseiasphaeridium inusitatum,36,
Phagicola nana,36,
Phyllodoce juv,36,
Phyllostaurus siculus,36,
"Plecotus auritus auritus (Linnaeus, 1758)",36,
"Pogoniulus bilineatus mfumbiri (Ogilvie-Grant, 1907)",36,
Polymorphus polymorphus brevis,36,
"Prionops plumatus poliocephalus (Stanley, 1814)",36,
"Protoxerus stangeri notabilis Thomas, 1923",36,
Rosita walfischensis,36,
"Skalozyb golybou [Soviet Fishery Data, 1998]",36,
Spio spec,36,
Spizella breweri,36,
Sterechinus_sp.,36,
Streptocephalus dichotomus,36,
Unidentified - 8611,36,urn:lsid:marinespecies.org:taxname:
Vargula thielei,36,
Zenaida macroura,36,177125
phytobenthos - for data with no taxonomy or combined taxonomy,36,
**non-current code** Lophiodes sp. A,35,
Acarinina soldadoensis angulosa,35,
Actinoleuca calamus,35,
Adeorbis umbilicatus,35,
"Amblyospiza albifrons melanota (Heuglin, 1863)",35,
Anomalinoides pompilioides,35,
"Arenaria interpres interpres Linnaeus, 1758",35,
Areoligera senonensis,35,
Atagema albata,35,
Augenerilepidonotus dictolepis,35,
Autolythinae sp 1,35,
Barbatulus barbatulus,35,
"Basket star 1 [Cleveland list, 2002]",35,
Bolivinita minuta,35,
Brizalina finlayi,35,
Bryozoan 6,35,
Bryozoan 9,35,
Bryozoan sp 1,35,
Bryozoan sp 2,35,
Byrozoan sp 3,35,
Callyspongia schultzi,35,
Ceratium longipes var. oceanica,35,
Ceratoneresis mirabilis,35,
"Chaerephon pumila (Cretzschmar, 1826)",35,
Clione%20sp.,35,
Combined Species,35,
Conchoecia mesadenia,35,
Dorviellidae sp 1,35,
Doto spp,35,
Elytrocysta spp.,35,
Equula equula,35,
Eudyptes chrysocome filholi,35,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212657
Eumida bahusiensis sangiunea,35,
Family%20chironomidae,35,
Fungia pleuractis paumotensis,35,
Globigerinelloides duboisi sigali,35,
Globigerinoides rubescens,35,
Globocasidulina canalisutrata,35,
Globocassidulina obtusa,35,
Globoconusa extensa,35,
Globoturborotalita tenellus,35,
Harnischia,35,urn:lsid:itis.gov: itis_tsn:129516
"Hemidactylus frenatus Schlegel, 1836",35,
Holothurian sp 1,35,
Kingergonuphis sp 1,35,
LOBSTERS,35,0
Lancelet sp 1,35,
Leucocarbo atriceps,35,
"Lophocebus albigena (Gray, 1850)",35,
Macroramphosidae - undifferentiated,35,
Megalope,35,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1066
Menardella limbata dextralis,35,
Menardella limbata sinistralis,35,
"Nyctalus noctula noctula (Schreber, 1774)",35,
Ochthebius minimus,35,
"Paraplotosus olbilabris (unverified) [Soviet Fishery Data, 1998]",35,
Parisotoma octooculata,35,http://gni.globalnames.org/?search_term=id:6673536
Phormospyris stabilis stabilis,35,
"Pipistrellus nanus (Peters, 1852)",35,
Pocillopora meandrina nobilis,35,
Prunella modularis,35,
Puntius collingwoodi,35,
Roseateles,35,
Sea mite sp 1,35,
Sheet2  gammarid sp 30,35,
Sheet2  gammarid sp 30 31,35,
Sheet2  gammarid sp 4,35,
Sheet2  gammarid sp 45,35,
Siphogenerinoides brevispora,35,
Stilostomella spimea,35,
Subtilisphaera perlucida,35,
Syllidae unknown sp,35,
"Tanganyikacythere burtonensis Ducasse & Carbonel, 1993",35,
Tenuitellinata pseudoedita,35,
Terpsinoe musica,35,
Thiomonas,35,
Unidentified - 674,35,urn:lsid:marinespecies.org:taxname:
Veremolpa micra,35,
Xenophora solaria,35,
**non-current code** Scorpaenidae Larvae B,34,
Acodontaster hodgsoni f.  stellatus,34,
Actinocyclus normanii subsala,34,
"Aethomys namaquensis (Smith, 1834)",34,
Alcyonidium spp,34,
Alitta acuta,34,
Amphitrite,34,
Bathysiphon annulatus,34,
Beringius beringi,34,
Boliminella exilis,34,
Bolivinoides paleocenicus,34,
Candona candida,34,
"Carduelis chloris (Linnaeus, 1758)",34,
Catapsydrax pera,34,
Chaetoceros lorenzianus,34,
Chaetoceros nipponicum,34,
Chlamys delicatula,34,
Cladostephus spongiosus verticillatus,34,
Class gastropoda,34,
Coccolithus pelagicus ssp. brarudii,34,
"Crocodylus cataphractus Cuvier, 1825",34,
Cyclops  sp.,34,
Echinocardium pennatifidum,34,
"Euplectes ardens ardens (Boddaert, 1783)",34,
"Euplectes capensis crassirostris (Ogilvie-Grant, 1907)",34,
Halichoeres hortulanus hortulanus,34,
"Hipposideros ruber (Noack, 1893)",34,
Hormosina crassa,34,
Hyperia%20sp.,34,
Lecanora polytropa,34,
Leptobarbus hosii,34,
"Limosa limosa limosa (Linnaeus, 1758)",34,
"Lophocebus albigena johnstoni Lydekker, 1900",34,
Melonis soldanii,34,
Metopa norvegica,34,
"Mus minutoides Smith, 1834",34,
Nodogenerina adolphina,34,
Pecten sericea diegensis,34,
"Plecotus austriacus (Fischer, 1829)",34,
Polydora Type B,34,
Pseudonitzschia sp.,34,https://www.algaebase.org/search/genus/detail/?genus_id=44450
Pseudoouvigerina cristata,34,
Pulleniatina primalis sinistral,34,
"Pyutnistai sobaca [Soviet Fishery Data, 1998]",34,
Ramalina terebrata,34,
Sagitta guileri,34,
"Scoliodon sorrakowah (unverified) [Soviet Fishery Data, 1998]",34,
Stelletidae,34,
Subclass Zoantharia - undifferentiated,34,
"Sylvicapra grimmia (Linnaeus, 1758)",34,
Tiphys,34,
Trachypenaeus malaiana,34,
"Troglodytes musculus chilensis Lesson, 1830",34,
Truncorotaloides pseudodubius,34,
Turritella sanguinea natalensis,34,
Abatus_agassizii,33,
Abralia brevicauda,33,
Antisabia erma,33,
Araeosoma_thetidis,33,
Areosphaeridium pectiniforme,33,
Artemisiocysta sp.,33,
Biscuit sp1,33,
Bivalve sp12 m24 lh,33,
Bolivinellina humilis rankini,33,
Burrowing bivalve sp1 m23 lh,33,
"Bycanistes cylindricus albotibialis (Cabanis & Reichenow, 1877)",33,
Calappa depressa,33,
"Carlia mysi Zug, 2004",33,
"Cavia porcellus (Linnaeus, 1758)",33,
Centricae,33,
Chlamys ornata ornata,33,
"Ciconia abdimii Lichtenstein, 1823",33,
Cirolanid2 5,33,
Conchoecia discophora,33,
"Cossypha cyanocampter barttelotti   Shelley, 1890",33,
"Crocidura turba Dollman, 1910",33,
Cryptosaurus cousei,33,
Cylindroberididae sp3,33,
Cyrnus flavidus,33,
"Dendropicos griseocephalus ruwenzori (Sharpe, 1902)",33,
Doto sp,33,
Emiliania huxleyi var. huxleyi,33,
Ethusina microphthalma,33,
Exochosphaeridium phragmites,33,
FISH EGGS-UNIDENTIFIED,33,urn:lsid:marinespecies.org:taxname:
Fungal hyphae,33,http://www.marinespecies.org/aphia.php?p=taxdetails&id=4
Globigerina eamsi,33,
Globoquadrina larmeui obesa,33,
Globorotalia possagnoensis,33,
Globorotaloides aff. testarugosa,33,
Globoso lembos c5 lh,33,
Glycerid w blunt nose p56 lh,33,
Keratoisidae,33,
Laevidentalium perlongum,33,
"Lamprotornis chalybaeus sycobius (Hartlaub, 1859)",33,
"Laniarius luehderi luehderi Reichenow, 1874",33,
Litonaster sp.,33,
Lovenia elongatus,33,
Marphysa belli totospinata,33,
"Motacilla flava thunbergi Billberg, 1828",33,
Mytilocypris henricae,33,
Ophiocrates heros,33,
Order%20isopoda,33,
Pachycephala lanioides,33,
Parascelus zebu,33,
"Paraxerus boehmi emini (Stuhlmann, 1894)",33,
Pardaliscidae spx c1 lh,33,
Parluciosoma argyrotaenia,33,
"Parus fasciiventer fasciiventer Reichenow, 1893",33,
Pereondus thomsoni c60 lh,33,
Peridinium depressum,33,
Prionicidaris callista e4 lh,33,
Psectrocladius sordidellus,33,
"Romecytheridea bacata Wouters, 2007",33,
Rosalina conciana,33,
Schistomeringos rudolphi anoculata,33,
Seapen sp1 sp1 lh,33,
Siphonodentalioida sp 2,33,
Sperosoma_sp.,33,
Stephanauge vestita,33,
"Tanganyikacythere fulgens Wouters, 2007",33,
Tanzapsuedes sp1 c43 lh,33,
Terpsinoë musica,33,
Tugurium caribbaeum,33,
Tugurium longleyi,33,
**non-current code** Bathylagus sp.,32,
Achomosphaera andalousiense,32,
Anomalina semicribrata,32,
Anomalina spissiformis,32,
"Anthreptes rectirostris tephrolaema (Jardine & Fraser, 1851)",32,
Ascostomocystis granosa,32,
"Baeopogon indicator indicator (Verreaux, J & Verreaux, E, 1855)",32,
Chlamys imbricata,32,
Chrysopatelidae sp2,32,
Class%20cirripedia,32,
"Corbula cf scaphoides [Cleveland list, 2002]",32,
"Cossypha archeri archeri Sharpe, 1902",32,
"Creatophora cinerea (Meuschen, 1787)",32,
Dapsilidinium warrenii,32,
Elphidium umbilicatum,32,
Evadne spp.,32,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106267
Evalea micra,32,
Fangia,32,
Gavelinella hyphalus,32,
Globigerina scitula,32,
Globigerinoides trilobus immaturus,32,
Globorotalia praeinflata,32,
Grateloupia,32,
Haplophragmoides obesa,32,
Herendeenia postprojecta,32,
Hirsutella hirsuta,32,
Impagidinium japonicum,32,
Iphimedia,32,
Lagena ssp.,32,
"Laniarius erythrogaster (Cretzschmar, 1829)",32,
Liocarcinus spec,32,
Lophophaena sp. aff L. capito,32,
"Macrodipteryx vexillarius (Gould, 1838)",32,
Microtus clarkei,32,
"Mylomys dybowskii (Pousargues, 1893)",32,
Nereis spec,32,
Oithona grp 2,32,
Order Siphonophora,32,http://www.marinespecies.org/aphia.php?p=taxdetails&id=135333
Pamphithoidea,32,
"Pheronema naskaniensis tabachnick, 1990",32,
Phorbas areolatus,32,
Praeglobotruncana havanensis,32,
"Ruwenzorornis johnstoni bredoi Verheyen, 1947",32,
Sarsiella disparalis,32,
Sternoptychid sp.,32,http://www.marinespecies.org/aphia.php?p=taxdetails&id=297863
Subbotina brevis,32,
Turborotalia opima opima,32,
"Turdoides jardineii tanganjicae (Reichenow, 1886)",32,
Yoldiella sanesia,32,
**non-current code** Cyclothone sp.,31,
Acanthaulax granulata,31,
"Agapornis swindernianus zenkeri Reichenow, 1895",31,
Ampelisca cristata cristata,31,
Amphiroa fragilissima,31,
Anriculosphaera umbracula,31,
Antrechinus_mortenseni,31,
"Ardea purpurea purpurea Linnaeus, 1766",31,
"Bombycilla garrulus garrulus (Linnaeus, 1758)",31,
"Botaurus stellaris stellaris (Linnaeus, 1758)",31,
"Calidris canutus canutus (Linnaeus, 1758)",31,
Caloplaca millegrana,31,
"Centropus senegalensis senegalensis (Linnaeus, 1766)",31,
"Cercopithecus neglectus Schlegel, 1876",31,
"Cercotrichas hartlaubi (Reichenow, 1891)",31,
"Cettia cetti cetti Temminck, 1820",31,
Chaoborus,31,
Chondria sp.,31,n:lsid:marinespecies.org:taxname:143906
Chrysallida fenestrata,31,
"Cisticola juncidis cisticola  (Temminck, 1820)",31,
"Civettictis civetta (Schreber, 1776)",31,
Clavatula australis,31,
Coral,31,
Cribronodosaria stimuleum,31,
"Cursorius cursor cursor (Latham, 1787)",31,
Cymatium pileare,31,
Cynometra iripa,31,
Cyphocharax helleri,31,
Dorothia siegliei,31,
Druggidium rhabdoreticulatum,31,
Eburna dimidiata,31,
"Echinopsolus georgiana (Lampert, 1886)",31,
Elytrocysta sp.,31,
"Enteromius candens (Nichols & Griscom, 1917)",31,
Eoglobigerina fringa,31,
Eucalanus subcrassus pileatus,31,
Flabellina,31,
Globigerinita simulans,31,
Globobulimina subglobosa,31,
Globorotalia cerroazulensis frontosa,31,
Globorotalia euaperta,31,
Globorotalia minima,31,
Globorotalia varianta,31,
Homotryblium floripes,31,
Hyperammina and Hormosina fragments,31,
Hyporhamphus ardelio,31,
Indocrassatella abrupta,31,
"Lacerta agilis agilis Linnaeus, 1758",31,
Lecania nylanderiana,31,
Lenticulina ex gr. muensteri,31,
Lingoludinium machaerophorum,31,
Lovamia fasciata,31,
"Malacomys longipes Milne-Edwards, 1877",31,
Masikia indistincta,31,
"Mesocyprideis pila Wouters, 1999",31,
Micropanope laevimanus,31,
Munida heteracantha,31,
Neoeponides lunata,31,
"Nucifraga caryocatactes macrorhynchos C.L. Brehm, 1823",31,
Oolithus antillarum,31,
Order Mysidacea,31,http://www.marinespecies.org/aphia.php?p=taxdetails&id=2824
Paragloborotalia quadrilocula,31,
Pardalisca cuspidata,31,
Patella longicostata,31,
Pelotomaculum,31,
"Phylloscopus trochilus acredula (Linnaues, 1758)",31,
Planorotalites pseudoimitata,31,
Planorotalites reissi,31,
Platycystidia sp.,31,
"Prinia subflava affinis (A. Smith, 1843)",31,
Psammocora exesa,31,
"Rattus rattus alexandrinus (Desmarest, 1819)",31,
Sepiolodae,31,
Sphaerosyllis hystrix taylori,31,
Sphenotrochus sphenotrochus squiresi,31,
Spiniferites scabratus,31,
Squilla scorpoides,31,
Subbotina pseudoeocaena,31,
"Sylvia atricapilla gularis  Alexander, 1898",31,
"Taphozous mauritianus Geoffroy Saint-Hilaire, 1818",31,
"Terpsiphone rufiventer ignea (Reichenow, 1901)",31,
Textularia wiesneri,31,
Thecate Pteropods,31,
"Turdoides sharpei (Reichenow, 1891)",31,
unidentified turf,31,
Acarinina densa,30,
Acinaceidae,30,
Agglutinated sp.,30,
Antrechinus_nordenskjoldi,30,
Ascocotyle tenuicollis,30,
"Asellia tridens (Geoffroy Saint-Hilaire, 1813)",30,
Astraea tecta tecta,30,
Balanophyllia desmophylloides,30,
Bryozoan 33,30,
"Buteo augur (Rüppell, 1836)",30,
"Candoia carinata carinata (Schneider, 1801)",30,
Capoeta macrolepis,30,
"Carduelis cabaret (Statius Müller, PL, 1776)",30,
Catapsydrax ciperoensis,30,
Chaetoceros peruvianum f. gracile,30,
Cibicides lobatus,30,
Cladotanytarsus lepidocalcar,30,
Class appendicularia,30,
"Columba oenas oenas Linné, 1758",30,
Compsothyris¬†¬†¬†¬† racovitzae,30,
Compsothyris¬†¬†¬†¬† racovitzae¬†¬†¬†¬†,30,
Cristadinium cristatoserratum,30,
Dagetichthys lusitanica,30,
"Dendropicos fuscescens centralis Neumann, 1900",30,
Eunoe oerstedi malmgren,30,
Family%20halocyprididae,30,
Globigerinoides sacculifer fistulosus,30,
Globobulimina spinensis,30,
Globoquadrina zuelana,30,
Globorotalia kugleri mendacis,30,
Globorotalia nana nana,30,
Goniaulax monilata,30,
Hilaria proletaria,30,
"Hippolais polyglotta  (Vieillot, 1817)",30,
Hydroides elegans norvegica,30,
Lecania gerlachei,30,
Lecanora flotowiana,30,
Leproloma cacuminum,30,
Limnocytherinae,30,
"Limosa lapponica lapponica (Linnaeus, 1758)",30,
"Lophuromys sikapusi ansorgei (De Winton, 1896)",30,
"Lygodactylus angolensis Bocage, 1897",30,
"Mabuya quiquetaeniata scharica (Sternfeld, 1917)",30,
Melosira islandica,30,
"Mergus merganser merganser Linnaeus, 1758",30,
"Milvus milvus milvus (Linnaeus, 1758)",30,
Nitzschia sigmoidea,30,
No organisms present,30,
Nonion havaenses,30,
Nuculana bellotti,30,
Oncaea media var. major,30,
Oratosquilla inornata,30,
Paraeupolymnia uiana,30,
Parakiefferiella smolandica,30,
Paratrochamminoides irregularis,30,
"Pentholaea arnotti arnotti  (Tristram, 1869)",30,
Phagicola macrostomus,30,
Phalacroma parvum,30,
Phyllodoce Anaitides rosea,30,
Planorotalites ehrenbergii,30,
"Podarcis muralis (Laurenti, 1768)",30,
Redigobius micropthalmus,30,
Renicola hydranassae,30,
Rhizophora lamarckii,30,
Rhizosolenia cylindrus,30,http://gni.globalnames.org/?search_term=id:2148200
Rucinolithus terebrodentarius,30,
Spongaster tetras irregularis,30,
Stolonifera,30,
"Streptopelia capicola tropica (Reichenow, 1902)",30,
Subbotina labiacrassata,30,
"Suncus murinus (Linnaeus, 1766)",30,
"Tanganyikacythere rotunda Wouters, 2008",30,
"Tchagra minutus minutus (Hartlaub, 1858)",30,
"Tepuihyla obscura Kok, Ratz, Tegelaar, Aubret , Means 2015",30,
crustose coralline,30,
Abatus_ingens,29,
Acarinina hispidicidaris,29,
Batiacasphaera/Cerebrocysta group,29,
Belodinium nereidis,29,
Biorbulina bilobata,29,
Bolivina acuminata,29,
"Callyodon pyrrhostethus (unverified) [Soviet Fishery Data, 1998]",29,
Calwellia sinclairii,29,
"Caprimulgus europaeus europaeus Linnaeus, 1758",29,
"Carduelis carduelis carduelis (Linnaeus, 1758)",29,
"Cercopithecus ascanius katangae Lönnberg, 1919",29,
"Chrysococcyx klaas (Stephens, 1815)",29,
Clavus flavidus,29,
Corethron criophilum,29,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149110
Cricotopus tremulus,29,urn:lsid:itis.gov: itis_tsn:128651
"Diatom chain [, 2012]",29,
Emblyna borealis,29,
"Eritrichthys nitidus (unverified) [Soviet Fishery Data, 1998]",29,
Ethminolia splendens,29,
Ethusa mascarone americana,29,
Eucrate sinensis,29,
Fragilaria capucina,29,
Frondicularia lamellatta,29,
"Gerbillus pyramidum Geoffroy, 1825",29,
Globorotalia conglomerata,29,
Globorotalia pseudotopilensis,29,
Globorotalia scitula sinistralis,29,
Hypostomus taphorni,29,
Impletosphaeridium sp.,29,
Karrerotextularia lateralis,29,
"Lamprotornis chloropterus chloropterus Swainson, 1838",29,
"Lepidodactylus lugubris (Duméril & Bibron, 1836)",29,
Luidia priarata,29,
"Malimbus erythrogaster fagani Ogilvie-Grant, 1907",29,
Menardella exilis,29,
Monostyliferoidea,29,
Mystides borealis borealis,29,
"Papio cynocephalus kindae Lönnberg, 1919",29,
Phalangipes australiensis,29,
"Phyllastrephus cabanisi sucosus Reichenow, 1903",29,
"Picus viridis Linnaeus, 1758",29,
Poicephalus meyeri neavei Grant,29,
Polypodorhabdus madingleyensis,29,
"Protoxerus stangeri (Waterhouse, 1842)",29,
